company,dif,timestamp
INDITEX,1.56,15:59:35
INM.COLONIAL,0.78,15:59:06
MAPFRE,1.18,15:59:16
MELIA HOTELS,0.68,15:59:39
NATURGY,3.38,15:59:32
PHARMA MAR,1.65,15:59:30
R.E.C.,2.41,15:59:20
REPSOL,2.48,15:58:27
ROVI,0.74,15:59:39
SIEMENS GAME,7.61,15:59:32
SOLARIA,6.38,15:58:30
TELEFONICA,1.19,15:57:53
ACERINOX,-1.38,15:58:21
AENA,-0.27,15:58:15
ARCELORMIT.,-2.97,15:59:02
B.SANTANDER,-1.13,15:59:10
BA.SABADELL,-0.16,15:58:24
BBVA,-1.65,15:59:32
CIE AUTOMOT.,-2.82,15:59:29
INDRA A,-1.3,15:59:40
ACCIONA,3.83,15:59:42
ACS,0.41,15:58:23
ALMIRALL,2.84,15:59:07
AMADEUS,0.74,15:59:41
BANKINTER,0.22,15:59:31
CAIXABANK,1.24,15:59:42
CELLNEX,2.73,15:59:16
ENAGAS,0.74,15:59:20
ENDESA,2.99,15:59:16
FLUIDRA,1.55,15:59:00
GRIFOLS CL.A,1.27,15:59:16
IAG,0.86,15:59:31
IBERDROLA,4.29,15:59:16
INDITEX,1.56,15:59:35
INM.COLONIAL,0.78,15:59:06
MAPFRE,1.18,15:59:16
MELIA HOTELS,0.68,15:59:39
NATURGY,3.38,15:59:32
PHARMA MAR,1.65,15:59:30
R.E.C.,2.41,15:59:20
REPSOL,2.48,15:58:27
ROVI,0.74,15:59:39
SIEMENS GAME,7.61,15:59:32
SOLARIA,6.38,15:58:30
TELEFONICA,1.19,15:57:53
ACERINOX,-1.38,15:58:21
AENA,-0.27,15:58:15
ARCELORMIT.,-2.97,15:59:02
B.SANTANDER,-1.13,15:59:10
BA.SABADELL,-0.16,15:58:24
BBVA,-1.65,15:59:32
CIE AUTOMOT.,-2.82,15:59:29
INDRA A,-1.3,15:59:40
ACCIONA,3.94,16:00:01
ACS,0.41,15:59:59
ALMIRALL,2.84,15:59:43
AMADEUS,0.74,15:59:07
BANKINTER,0.22,15:59:41
CAIXABANK,1.21,16:00:07
CELLNEX,2.75,16:00:15
ENAGAS,0.74,16:00:07
ENDESA,2.96,16:00:12
FLUIDRA,1.63,16:00:16
GRIFOLS CL.A,1.32,16:00:09
IAG,0.77,16:00:02
IBERDROLA,4.24,15:59:45
INDITEX,1.61,15:59:16
INM.COLONIAL,0.78,16:00:11
MAPFRE,1.24,16:00:10
MELIA HOTELS,0.83,15:59:45
NATURGY,3.38,16:00:02
PHARMA MAR,1.84,16:00:15
R.E.C.,2.41,16:00:17
REPSOL,2.48,16:00:16
ROVI,0.66,15:58:27
SIEMENS GAME,7.71,15:59:39
SOLARIA,6.38,15:59:43
TELEFONICA,1.15,15:59:44
ACERINOX,-1.44,15:57:53
AENA,-0.24,15:58:21
ARCELORMIT.,-2.99,16:00:17
B.SANTANDER,-1.16,15:59:02
BA.SABADELL,-0.27,16:00:16
BBVA,-1.65,15:59:49
CIE AUTOMOT.,-2.62,16:00:03
FERROVIAL,-0.08,15:59:29
INDRA A,-1.3,16:00:04
ACCIONA,3.83,16:00:26
ACS,0.45,16:00:50
ALMIRALL,2.92,16:00:25
AMADEUS,0.84,16:00:21
BANKINTER,0.3,16:00:50
CAIXABANK,1.18,16:00:07
CELLNEX,2.75,16:00:51
ENAGAS,0.79,16:00:51
ENDESA,3.01,16:00:50
FLUIDRA,1.71,16:00:53
GRIFOLS CL.A,1.47,16:00:50
IAG,0.77,16:00:47
IBERDROLA,4.24,15:59:45
INDITEX,1.66,16:00:44
INM.COLONIAL,0.78,16:00:51
MAPFRE,1.24,16:00:50
MELIA HOTELS,0.83,16:00:38
NATURGY,3.57,16:00:51
PHARMA MAR,1.92,16:00:45
R.E.C.,2.54,16:00:49
REPSOL,2.57,16:00:50
ROVI,0.66,16:00:33
SIEMENS GAME,7.86,15:59:39
SOLARIA,6.52,15:59:43
TELEFONICA,1.24,15:59:44
ACERINOX,-1.38,16:00:24
AENA,-0.31,16:00:36
ARCELORMIT.,-2.99,16:00:24
B.SANTANDER,-1.1,16:00:40
BA.SABADELL,-0.16,16:00:50
BBVA,-1.62,15:59:49
CIE AUTOMOT.,-2.62,16:00:50
FERROVIAL,-0.04,16:00:40
INDRA A,-1.04,16:00:50
ACCIONA,3.72,16:01:06
ACS,0.37,16:01:09
ALMIRALL,3.09,16:00:25
AMADEUS,0.78,16:01:10
BANKINTER,0.26,16:01:11
CAIXABANK,1.08,16:01:14
CELLNEX,2.75,16:01:22
ENAGAS,0.79,16:01:30
ENDESA,2.99,16:00:57
FLUIDRA,1.55,16:01:19
GRIFOLS CL.A,1.47,16:01:19
IAG,0.65,16:01:26
IBERDROLA,3.99,16:01:25
INDITEX,1.56,16:01:13
INM.COLONIAL,0.78,16:01:28
MAPFRE,1.24,16:01:09
MELIA HOTELS,0.83,16:01:13
NATURGY,3.57,16:01:04
PHARMA MAR,1.92,16:01:30
R.E.C.,2.51,16:01:15
REPSOL,2.61,16:01:00
ROVI,0.66,16:00:33
SIEMENS GAME,7.64,15:59:39
SOLARIA,6.1,15:59:43
TELEFONICA,1.26,15:59:44
ACERINOX,-1.38,16:01:20
AENA,-0.31,16:01:05
ARCELORMIT.,-3.02,16:00:24
B.SANTANDER,-1.24,16:01:04
BA.SABADELL,-0.3,16:01:31
BBVA,-1.71,15:59:49
CIE AUTOMOT.,-2.62,16:01:17
FERROVIAL,-0.04,16:01:11
INDRA A,-1.04,16:01:14
ACCIONA,3.72,16:01:06
ACS,0.37,16:01:09
ALMIRALL,3.09,16:00:25
AMADEUS,0.78,16:01:10
BANKINTER,0.26,16:01:11
CAIXABANK,1.08,16:01:14
CELLNEX,2.75,16:01:22
ENAGAS,0.79,16:01:30
ENDESA,2.99,16:00:57
FLUIDRA,1.55,16:01:19
GRIFOLS CL.A,1.47,16:01:19
IAG,0.65,16:01:26
IBERDROLA,3.99,16:01:25
INDITEX,1.56,16:01:13
INM.COLONIAL,0.78,16:01:28
MAPFRE,1.24,16:01:09
MELIA HOTELS,0.83,16:01:13
NATURGY,3.57,16:01:04
PHARMA MAR,1.92,16:01:30
R.E.C.,2.51,16:01:15
REPSOL,2.61,16:01:00
ROVI,0.66,16:00:33
SIEMENS GAME,7.64,15:59:39
SOLARIA,6.1,15:59:43
TELEFONICA,1.26,15:59:44
ACERINOX,-1.38,16:01:20
AENA,-0.31,16:01:05
ARCELORMIT.,-3.02,16:00:24
B.SANTANDER,-1.24,16:01:04
BA.SABADELL,-0.3,16:01:31
BBVA,-1.71,15:59:49
CIE AUTOMOT.,-2.62,16:01:17
FERROVIAL,-0.04,16:01:11
INDRA A,-1.04,16:01:14
ACCIONA,3.72,16:01:40
ACS,0.37,16:01:09
ALMIRALL,2.92,16:00:25
AMADEUS,0.78,16:01:34
BANKINTER,0.26,16:01:11
CAIXABANK,1.08,16:01:14
CELLNEX,2.68,16:01:22
ENAGAS,0.79,16:01:35
ENDESA,2.99,16:00:57
FLUIDRA,1.55,16:01:36
GRIFOLS CL.A,1.44,16:01:19
IAG,0.65,16:01:41
IBERDROLA,3.99,16:01:25
INDITEX,1.56,16:01:13
INM.COLONIAL,0.78,16:01:28
MAPFRE,1.24,16:01:09
MELIA HOTELS,0.83,16:01:13
NATURGY,3.5,16:01:33
PHARMA MAR,1.87,16:01:30
R.E.C.,2.51,16:01:15
REPSOL,2.61,16:01:37
ROVI,0.66,16:00:33
SIEMENS GAME,7.71,15:59:39
SOLARIA,6.33,15:59:43
TELEFONICA,1.28,15:59:44
ACERINOX,-1.46,16:01:20
AENA,-0.31,16:01:36
ARCELORMIT.,-3.02,16:01:32
B.SANTANDER,-1.24,16:01:04
BA.SABADELL,-0.32,16:01:32
BBVA,-1.75,15:59:49
CIE AUTOMOT.,-2.62,16:01:36
FERROVIAL,-0.04,16:01:38
INDRA A,-1.04,16:01:37
ACCIONA,3.77,16:02:02
ACS,0.41,16:00:25
ALMIRALL,3.01,16:01:53
AMADEUS,0.78,16:02:00
BANKINTER,0.26,16:01:14
CAIXABANK,1.12,16:02:03
CELLNEX,2.89,16:01:35
ENAGAS,0.79,16:00:57
ENDESA,3.01,16:01:53
FLUIDRA,1.55,16:01:49
GRIFOLS CL.A,1.44,16:01:50
IAG,0.65,16:01:50
IBERDROLA,4.09,16:01:13
INDITEX,1.56,16:01:46
INM.COLONIAL,0.78,16:01:50
MAPFRE,1.24,16:01:50
MELIA HOTELS,0.83,16:01:51
NATURGY,3.5,16:02:00
PHARMA MAR,1.87,16:01:58
R.E.C.,2.54,16:02:00
REPSOL,2.57,16:00:33
ROVI,0.81,16:02:04
SIEMENS GAME,7.64,15:59:43
SOLARIA,6.33,15:59:44
TELEFONICA,1.31,16:02:04
ACERINOX,-1.32,16:01:36
AENA,-0.31,16:01:32
ARCELORMIT.,-3.02,16:01:46
B.SANTANDER,-1.19,16:02:01
BA.SABADELL,-0.32,16:01:51
BBVA,-1.71,16:02:03
CIE AUTOMOT.,-2.62,16:01:38
INDRA A,-1.04,16:01:52
ACCIONA,3.77,16:02:02
ACS,0.41,16:00:25
ALMIRALL,3.01,16:01:53
AMADEUS,0.78,16:02:00
BANKINTER,0.26,16:01:14
CAIXABANK,1.12,16:02:03
CELLNEX,2.89,16:01:35
ENAGAS,0.79,16:00:57
ENDESA,3.01,16:01:53
FLUIDRA,1.55,16:01:49
GRIFOLS CL.A,1.44,16:01:50
IAG,0.65,16:01:50
IBERDROLA,4.09,16:01:13
INDITEX,1.56,16:01:46
INM.COLONIAL,0.78,16:01:50
MAPFRE,1.24,16:01:50
MELIA HOTELS,0.83,16:01:51
NATURGY,3.5,16:02:00
PHARMA MAR,1.87,16:01:58
R.E.C.,2.54,16:02:00
REPSOL,2.57,16:00:33
ROVI,0.81,16:02:04
SIEMENS GAME,7.64,15:59:43
SOLARIA,6.33,15:59:44
TELEFONICA,1.31,16:02:04
ACERINOX,-1.32,16:01:36
AENA,-0.31,16:01:32
ARCELORMIT.,-3.02,16:01:46
B.SANTANDER,-1.19,16:02:01
BA.SABADELL,-0.32,16:01:51
BBVA,-1.71,16:02:03
CIE AUTOMOT.,-2.62,16:01:38
INDRA A,-1.04,16:01:52
ACCIONA,3.77,16:02:03
ACS,0.37,16:02:35
ALMIRALL,3.01,16:02:30
AMADEUS,0.78,16:02:07
BANKINTER,0.15,16:02:07
CAIXABANK,1.08,16:01:14
CELLNEX,2.91,16:02:34
ENAGAS,0.79,16:02:34
ENDESA,3.09,16:02:34
FLUIDRA,1.55,16:02:35
GRIFOLS CL.A,1.44,16:02:35
IAG,0.56,16:02:11
IBERDROLA,4.09,16:01:50
INDITEX,1.56,16:01:13
INM.COLONIAL,0.66,16:02:18
MAPFRE,1.24,16:02:34
MELIA HOTELS,0.83,16:01:50
NATURGY,3.5,16:02:24
PHARMA MAR,1.87,16:02:35
R.E.C.,2.57,16:02:18
REPSOL,2.48,16:02:00
ROVI,0.81,16:00:33
SIEMENS GAME,7.55,16:02:36
SOLARIA,6.33,15:59:43
TELEFONICA,1.26,15:59:44
ACERINOX,-1.32,16:02:11
AENA,-0.34,16:02:29
ARCELORMIT.,-3.02,16:01:32
B.SANTANDER,-1.24,16:02:05
BA.SABADELL,-0.27,16:02:12
BBVA,-1.77,16:01:51
CIE AUTOMOT.,-2.62,16:02:08
FERROVIAL,-0.04,16:01:38
INDRA A,-1.04,16:02:35
ACCIONA,3.77,16:03:14
ACS,0.45,16:03:02
ALMIRALL,3.01,16:02:07
AMADEUS,0.81,16:03:09
BANKINTER,0.07,16:03:02
CAIXABANK,1.08,16:03:15
CELLNEX,2.98,16:03:14
ENAGAS,0.79,16:03:03
ENDESA,3.12,16:03:14
FLUIDRA,1.55,16:03:15
GRIFOLS CL.A,1.53,16:03:06
IAG,0.68,16:01:50
IBERDROLA,4.14,16:01:13
INDITEX,1.66,16:03:12
INM.COLONIAL,0.66,16:03:14
MAPFRE,1.34,16:01:50
MELIA HOTELS,0.83,16:03:01
NATURGY,3.53,16:03:15
PHARMA MAR,1.87,16:03:12
R.E.C.,2.65,16:03:02
REPSOL,2.53,16:00:33
ROVI,0.81,16:02:36
SIEMENS GAME,7.68,16:03:08
SOLARIA,6.47,15:59:44
TELEFONICA,1.33,16:02:40
ACERINOX,-1.32,16:02:42
AENA,-0.34,16:01:32
ARCELORMIT.,-2.99,16:03:17
B.SANTANDER,-1.21,16:03:02
BA.SABADELL,-0.3,16:01:51
BBVA,-1.71,16:03:02
CIE AUTOMOT.,-2.62,16:03:11
INDRA A,-1.04,16:03:14
ACCIONA,3.6,16:03:42
ACS,0.45,16:03:18
ALMIRALL,3.01,16:03:02
AMADEUS,0.81,16:02:07
BANKINTER,0.07,16:03:43
CAIXABANK,1.02,16:03:23
CELLNEX,2.91,16:03:50
ENAGAS,0.79,16:03:41
ENDESA,3.07,16:03:03
FLUIDRA,1.55,16:03:49
GRIFOLS CL.A,1.5,16:03:49
IAG,0.59,16:03:25
IBERDROLA,4.09,16:03:47
INDITEX,1.61,16:01:13
INM.COLONIAL,0.66,16:03:40
MAPFRE,1.34,16:03:21
MELIA HOTELS,0.83,16:01:50
NATURGY,3.53,16:03:35
PHARMA MAR,1.92,16:03:45
R.E.C.,2.57,16:03:50
REPSOL,2.57,16:03:34
ROVI,0.81,16:00:33
SIEMENS GAME,7.64,16:02:36
SOLARIA,6.47,16:03:08
TELEFONICA,1.31,15:59:44
ACERINOX,-1.28,16:02:40
AENA,-0.34,16:03:47
ARCELORMIT.,-2.91,16:03:32
B.SANTANDER,-1.35,16:03:31
BA.SABADELL,-0.32,16:03:27
BBVA,-1.77,16:01:51
CIE AUTOMOT.,-2.62,16:03:49
FERROVIAL,-0.04,16:03:11
INDRA A,-1.04,16:03:50
ACCIONA,3.6,16:03:42
ACS,0.45,16:03:18
ALMIRALL,3.01,16:03:02
AMADEUS,0.81,16:02:07
BANKINTER,0.07,16:03:43
CAIXABANK,1.02,16:03:23
CELLNEX,2.91,16:03:50
ENAGAS,0.79,16:03:41
ENDESA,3.07,16:03:03
FLUIDRA,1.55,16:03:49
GRIFOLS CL.A,1.5,16:03:49
IAG,0.59,16:03:25
IBERDROLA,4.09,16:03:47
INDITEX,1.61,16:01:13
INM.COLONIAL,0.66,16:03:40
MAPFRE,1.34,16:03:21
MELIA HOTELS,0.83,16:01:50
NATURGY,3.53,16:03:35
PHARMA MAR,1.92,16:03:45
R.E.C.,2.57,16:03:50
REPSOL,2.57,16:03:34
ROVI,0.81,16:00:33
SIEMENS GAME,7.64,16:02:36
SOLARIA,6.47,16:03:08
TELEFONICA,1.31,15:59:44
ACERINOX,-1.28,16:02:40
AENA,-0.34,16:03:47
ARCELORMIT.,-2.91,16:03:32
B.SANTANDER,-1.35,16:03:31
BA.SABADELL,-0.32,16:03:27
BBVA,-1.77,16:01:51
CIE AUTOMOT.,-2.62,16:03:49
FERROVIAL,-0.04,16:03:11
INDRA A,-1.04,16:03:50
ACCIONA,3.6,16:04:15
ACS,0.37,16:04:18
ALMIRALL,3.01,16:03:02
AMADEUS,0.84,16:02:07
BANKINTER,0.07,16:03:57
CAIXABANK,0.96,16:04:16
CELLNEX,2.91,16:04:24
ENAGAS,0.79,16:04:03
ENDESA,3.14,16:03:55
FLUIDRA,1.55,16:04:16
GRIFOLS CL.A,1.5,16:04:03
IAG,0.68,16:03:25
IBERDROLA,4.09,16:03:47
INDITEX,1.61,16:01:13
INM.COLONIAL,0.66,16:04:11
MAPFRE,1.34,16:03:21
MELIA HOTELS,0.83,16:01:50
NATURGY,3.53,16:04:04
PHARMA MAR,1.92,16:04:15
R.E.C.,2.62,16:04:22
REPSOL,2.53,16:03:34
ROVI,0.81,16:00:33
SIEMENS GAME,7.68,16:02:36
SOLARIA,6.47,16:03:08
TELEFONICA,1.31,15:59:44
ACERINOX,-1.28,16:02:40
AENA,-0.34,16:03:47
ARCELORMIT.,-2.96,16:03:32
B.SANTANDER,-1.33,16:04:12
BA.SABADELL,-0.38,16:04:16
BBVA,-1.73,16:01:51
CIE AUTOMOT.,-2.62,16:04:11
FERROVIAL,-0.04,16:03:11
INDRA A,-1.04,16:04:10
ACCIONA,3.6,16:04:43
ACS,0.33,16:04:46
ALMIRALL,3.01,16:03:02
AMADEUS,0.84,16:02:07
BANKINTER,0.04,16:04:40
CAIXABANK,0.89,16:04:41
CELLNEX,2.91,16:04:56
ENAGAS,0.79,16:04:03
ENDESA,3.2,16:04:53
FLUIDRA,1.48,16:04:56
GRIFOLS CL.A,1.38,16:04:47
IAG,0.53,16:04:53
IBERDROLA,4.14,16:03:47
INDITEX,1.56,16:01:13
INM.COLONIAL,0.66,16:04:59
MAPFRE,1.34,16:03:21
MELIA HOTELS,0.83,16:04:43
NATURGY,3.53,16:04:55
PHARMA MAR,1.81,16:04:50
R.E.C.,2.7,16:04:53
REPSOL,2.57,16:04:53
ROVI,0.81,16:04:44
SIEMENS GAME,7.68,16:02:36
SOLARIA,6.57,16:04:47
TELEFONICA,1.26,15:59:44
ACERINOX,-1.36,16:02:40
AENA,-0.34,16:03:47
ARCELORMIT.,-3.04,16:04:41
B.SANTANDER,-1.33,16:04:59
BA.SABADELL,-0.38,16:04:55
BBVA,-1.75,16:01:51
CIE AUTOMOT.,-2.62,16:04:48
FERROVIAL,-0.04,16:04:58
INDRA A,-1.19,16:04:54
ACCIONA,3.6,16:05:09
ACS,0.33,16:05:01
ALMIRALL,3.01,16:04:46
AMADEUS,0.78,16:05:03
BANKINTER,0.04,16:02:07
CAIXABANK,0.89,16:05:09
CELLNEX,2.91,16:04:41
ENAGAS,0.79,16:04:56
ENDESA,3.14,16:04:03
FLUIDRA,1.4,16:04:53
GRIFOLS CL.A,1.38,16:05:08
IAG,0.42,16:05:02
IBERDROLA,4.14,16:04:53
INDITEX,1.56,16:03:47
INM.COLONIAL,0.6,16:01:13
MAPFRE,1.34,16:05:08
MELIA HOTELS,0.53,16:05:03
NATURGY,3.53,16:05:04
PHARMA MAR,1.73,16:05:05
R.E.C.,2.7,16:05:08
REPSOL,2.53,16:04:53
ROVI,0.74,16:04:53
SIEMENS GAME,7.74,16:04:44
SOLARIA,6.57,16:05:07
TELEFONICA,1.26,16:04:47
ACERINOX,-1.4,16:05:07
AENA,-0.41,16:05:07
ARCELORMIT.,-3.04,16:03:47
B.SANTANDER,-1.33,16:05:05
BA.SABADELL,-0.38,16:04:59
BBVA,-1.77,16:05:06
CIE AUTOMOT.,-2.62,16:05:05
FERROVIAL,-0.12,16:05:04
INDRA A,-1.19,16:04:58
MERLIN,-0.09,16:04:54
ACCIONA,3.6,16:05:09
ACS,0.33,16:05:01
ALMIRALL,3.01,16:04:46
AMADEUS,0.78,16:05:03
BANKINTER,0.04,16:02:07
CAIXABANK,0.89,16:05:09
CELLNEX,2.91,16:04:41
ENAGAS,0.79,16:04:56
ENDESA,3.14,16:04:03
FLUIDRA,1.4,16:04:53
GRIFOLS CL.A,1.38,16:05:08
IAG,0.42,16:05:02
IBERDROLA,4.14,16:04:53
INDITEX,1.56,16:03:47
INM.COLONIAL,0.6,16:01:13
MAPFRE,1.34,16:05:08
MELIA HOTELS,0.53,16:05:03
NATURGY,3.53,16:05:04
PHARMA MAR,1.73,16:05:05
R.E.C.,2.7,16:05:08
REPSOL,2.53,16:04:53
ROVI,0.74,16:04:53
SIEMENS GAME,7.74,16:04:44
SOLARIA,6.57,16:05:07
TELEFONICA,1.26,16:04:47
ACERINOX,-1.4,16:05:07
AENA,-0.41,16:05:07
ARCELORMIT.,-3.04,16:03:47
B.SANTANDER,-1.33,16:05:05
BA.SABADELL,-0.38,16:04:59
BBVA,-1.77,16:05:06
CIE AUTOMOT.,-2.62,16:05:05
FERROVIAL,-0.12,16:05:04
INDRA A,-1.19,16:04:58
MERLIN,-0.09,16:04:54
ACCIONA,3.43,16:05:35
ACS,0.25,16:05:40
ALMIRALL,2.92,16:05:03
AMADEUS,0.71,16:05:15
CAIXABANK,0.92,16:05:35
CELLNEX,2.91,16:05:24
ENAGAS,0.79,16:05:36
ENDESA,2.94,16:05:28
FLUIDRA,1.4,16:05:35
GRIFOLS CL.A,1.15,16:05:41
IAG,0.3,16:05:40
IBERDROLA,3.79,16:05:40
INDITEX,1.46,16:05:22
INM.COLONIAL,0.54,16:05:27
MAPFRE,1.34,16:05:40
MELIA HOTELS,0.53,16:05:35
NATURGY,3.46,16:05:04
PHARMA MAR,1.65,16:05:41
R.E.C.,2.6,16:05:38
REPSOL,2.53,16:05:40
ROVI,0.81,16:05:27
SIEMENS GAME,7.39,16:05:35
SOLARIA,6.38,16:05:37
TELEFONICA,1.24,16:04:47
ACERINOX,-1.5,16:05:07
AENA,-0.41,16:05:07
ARCELORMIT.,-3.28,16:05:16
B.SANTANDER,-1.36,16:05:41
BA.SABADELL,-0.49,16:05:29
BBVA,-1.71,16:05:23
CIE AUTOMOT.,-2.62,16:05:27
FERROVIAL,-0.21,16:05:39
INDRA A,-1.45,16:05:23
MERLIN,-0.09,16:05:35
ACCIONA,3.43,16:06:11
ACS,0.29,16:06:05
ALMIRALL,3.01,16:05:03
AMADEUS,0.67,16:06:12
CAIXABANK,0.96,16:06:13
CELLNEX,2.89,16:06:13
ENAGAS,0.79,16:06:14
ENDESA,2.96,16:05:56
FLUIDRA,1.24,16:05:35
GRIFOLS CL.A,1.27,16:06:01
IAG,0.33,16:05:55
IBERDROLA,3.89,16:05:43
INDITEX,1.46,16:06:12
INM.COLONIAL,0.54,16:06:11
MAPFRE,1.34,16:06:12
MELIA HOTELS,0.53,16:05:35
NATURGY,3.42,16:05:44
PHARMA MAR,1.6,16:06:12
R.E.C.,2.6,16:06:13
REPSOL,2.48,16:06:16
ROVI,0.81,16:05:27
SIEMENS GAME,7.39,16:05:35
SOLARIA,6.24,16:05:37
TELEFONICA,1.31,16:06:15
ACERINOX,-1.48,16:05:07
AENA,-0.41,16:05:07
ARCELORMIT.,-3.41,16:06:10
B.SANTANDER,-1.32,16:06:14
BA.SABADELL,-0.49,16:05:29
BBVA,-1.73,16:06:08
CIE AUTOMOT.,-2.82,16:05:27
FERROVIAL,-0.21,16:05:42
INDRA A,-1.45,16:06:07
MERLIN,-0.09,16:06:14
ACCIONA,3.43,16:06:11
ACS,0.29,16:06:05
ALMIRALL,3.01,16:05:03
AMADEUS,0.67,16:06:12
CAIXABANK,0.96,16:06:13
CELLNEX,2.89,16:06:13
ENAGAS,0.79,16:06:14
ENDESA,2.96,16:05:56
FLUIDRA,1.24,16:05:35
GRIFOLS CL.A,1.27,16:06:01
IAG,0.33,16:05:55
IBERDROLA,3.89,16:05:43
INDITEX,1.46,16:06:12
INM.COLONIAL,0.54,16:06:11
MAPFRE,1.34,16:06:12
MELIA HOTELS,0.53,16:05:35
NATURGY,3.42,16:05:44
PHARMA MAR,1.6,16:06:12
R.E.C.,2.6,16:06:13
REPSOL,2.48,16:06:16
ROVI,0.81,16:05:27
SIEMENS GAME,7.39,16:05:35
SOLARIA,6.24,16:05:37
TELEFONICA,1.31,16:06:15
ACERINOX,-1.48,16:05:07
AENA,-0.41,16:05:07
ARCELORMIT.,-3.41,16:06:10
B.SANTANDER,-1.32,16:06:14
BA.SABADELL,-0.49,16:05:29
BBVA,-1.73,16:06:08
CIE AUTOMOT.,-2.82,16:05:27
FERROVIAL,-0.21,16:05:42
INDRA A,-1.45,16:06:07
MERLIN,-0.09,16:06:14
ACCIONA,3.38,16:06:20
ACS,0.29,16:06:45
ALMIRALL,3.01,16:06:05
AMADEUS,0.64,16:05:03
CAIXABANK,0.89,16:06:12
CELLNEX,2.77,16:06:27
ENAGAS,0.79,16:06:50
ENDESA,2.96,16:06:52
FLUIDRA,0.93,16:06:45
GRIFOLS CL.A,1.15,16:06:48
IAG,0.21,16:06:44
IBERDROLA,3.89,16:06:46
INDITEX,1.36,16:06:29
INM.COLONIAL,0.54,16:06:12
MAPFRE,1.34,16:06:43
MELIA HOTELS,0.45,16:06:12
NATURGY,3.38,16:05:35
PHARMA MAR,1.49,16:06:32
R.E.C.,2.54,16:06:45
REPSOL,2.4,16:06:39
ROVI,0.81,16:06:52
SIEMENS GAME,7.27,16:06:43
SOLARIA,5.86,16:06:26
TELEFONICA,1.33,16:05:37
ACERINOX,-1.64,16:06:15
AENA,-0.41,16:06:25
ARCELORMIT.,-3.56,16:06:20
B.SANTANDER,-1.41,16:06:32
BA.SABADELL,-0.57,16:06:26
BANKINTER,-0.07,16:06:31
BBVA,-1.77,16:06:46
CIE AUTOMOT.,-2.82,16:05:27
FERROVIAL,-0.21,16:06:40
INDRA A,-1.5,16:06:48
MERLIN,-0.09,16:06:34
ACCIONA,3.27,16:07:14
ACS,0.29,16:07:19
ALMIRALL,3.01,16:07:04
AMADEUS,0.47,16:07:17
CAIXABANK,0.86,16:06:58
CELLNEX,2.8,16:07:29
ENAGAS,0.79,16:07:29
ENDESA,2.94,16:07:31
FLUIDRA,0.93,16:07:24
GRIFOLS CL.A,1.15,16:07:24
IAG,0.09,16:07:31
IBERDROLA,3.94,16:07:19
